"","X","date","serial_number","model","capacity_bytes","failure","smart_1_normalized","smart_3_normalized","smart_7_normalized","smart_9_raw","smart_12_raw","smart_190_raw"
"1593328",1593328,"2016-07-23","Z304JW7S","ST4000DM000",4.000787e+12,0,116,93,84,6943,7,35
"1593416",1593416,"2016-07-23","Z3025K82","ST4000DM000",4.000787e+12,0,111,91,89,15541,10,19
"1593420",1593420,"2016-07-23","Z3029YRV","ST4000DM000",4.000787e+12,0,117,92,87,12105,11,31
"1593437",1593437,"2016-07-23","Z300YTX5","ST4000DM000",4.000787e+12,0,119,96,88,15319,3,29
"1593483",1593483,"2016-07-23","S3010CKZ","ST4000DM000",4.000787e+12,0,116,92,85,8908,12,27
"1593719",1593719,"2016-07-23","Z302T6D2","ST4000DM000",4.000787e+12,0,117,96,84,7784,4,30
"1593757",1593757,"2016-07-23","Z305KB72","ST4000DM000",4.000787e+12,0,120,97,81,3629,3,38
"1594762",1594762,"2016-07-23","Z304JW5W","ST4000DM000",4.000787e+12,0,118,96,84,6943,4,28
"1594892",1594892,"2016-07-23","Z305D5MZ","ST4000DM000",4.000787e+12,0,115,94,83,4235,5,35
"1595450",1595450,"2016-07-23","S2T0J9ACB00399","ST250LM004 HN",250059350016,0,100,91,252,20248,15,NA
"1595697",1595697,"2016-07-23","Z305BFXZ","ST4000DM000",4.000787e+12,0,116,97,68,309,3,26
"1595890",1595890,"2016-07-23","W300KNNX","ST4000DM000",4.000787e+12,0,117,91,87,11602,13,17
"1596089",1596089,"2016-07-23","MJ0351YNGA6Z8A","Hitachi HDS5C3030ALA630",3.000593e+12,0,100,125,100,31462,25,NA
"1597883",1597883,"2016-07-23","ZA10B15T","ST8000DM002",8.001563e+12,0,84,96,79,776,2,29
"1598035",1598035,"2016-07-23","Z304KBS2","ST4000DM000",4.000787e+12,0,114,95,84,7010,5,24
"1598268",1598268,"2016-07-23","Z3057DTN","ST4000DM000",4.000787e+12,0,117,97,84,5436,2,32
"1598337",1598337,"2016-07-23","PL1311LAG1ZXWA","Hitachi HDS5C4040ALE630",4.000787e+12,0,100,131,100,29569,16,NA
"1598629",1598629,"2016-07-23","Z305AJV0","ST4000DM000",4.000787e+12,0,117,96,81,3963,4,30
"1599814",1599814,"2016-07-23","Z300ZRQM","ST4000DM000",4.000787e+12,0,114,91,87,21581,12,27
"1599894",1599894,"2016-07-23","Z3025LA6","ST4000DM000",4.000787e+12,0,115,97,88,15004,3,23
"1599943",1599943,"2016-07-23","Z3025LAG","ST4000DM000",4.000787e+12,0,114,93,88,14981,7,23
"1601019",1601019,"2016-07-23","Z3029Z82","ST4000DM000",4.000787e+12,0,105,91,87,13182,12,26
"1601026",1601026,"2016-07-23","Z3014PBZ","ST4000DM000",4.000787e+12,0,119,91,86,21079,24,21
"1601260",1601260,"2016-07-23","W300D541","ST4000DM000",4.000787e+12,0,115,92,87,26151,36,22
"1601800",1601800,"2016-07-23","Z3040E86","ST4000DM000",4.000787e+12,0,113,95,86,7616,5,23
"1602021",1602021,"2016-07-23","WD-WX31D743YAF2","WDC WD60EFRX",6.001175e+12,0,200,202,100,14269,8,NA
"1602785",1602785,"2016-07-23","WD-WX41D94RN118","WDC WD60EFRX",6.001175e+12,0,200,100,100,14271,5,NA
"1602807",1602807,"2016-07-23","Z300YLQ9","ST4000DM000",4.000787e+12,0,117,94,88,15151,6,21
"1602939",1602939,"2016-07-23","Z302B0B3","ST4000DM000",4.000787e+12,0,118,91,87,13092,11,31
"1603997",1603997,"2016-07-23","Z300GZ0R","ST4000DM000",4.000787e+12,0,119,91,87,26274,23,24
"1604043",1604043,"2016-07-23","Z304HNKK","ST4000DM000",4.000787e+12,0,111,98,84,6252,2,23
"1604446",1604446,"2016-07-23","Z30250M3","ST4000DM000",4.000787e+12,0,119,97,88,13733,3,23
"1605215",1605215,"2016-07-23","W3002NQ7","ST4000DM000",4.000787e+12,0,107,91,87,25159,16,22
"1605523",1605523,"2016-07-23","Z3015CFB","ST4000DM000",4.000787e+12,0,119,91,87,22463,16,19
"1605643",1605643,"2016-07-23","S301GPJF","ST4000DM000",4.000787e+12,0,117,97,84,7330,3,34
"1606211",1606211,"2016-07-23","MK0311YHGKAWPA","Hitachi HDS723030ALA640",3.000593e+12,0,100,123,100,39599,27,NA
"1606563",1606563,"2016-07-23","PL2331LAH46AJJ","HGST HMS5C4040BLE640",4.000787e+12,0,100,100,100,2696,3,NA
"1606836",1606836,"2016-07-23","Z30250F3","ST4000DM000",4.000787e+12,0,108,96,89,15556,4,19
"1607106",1607106,"2016-07-23","Z303ZYFD","ST4000DM000",4.000787e+12,0,117,91,84,7543,10,19
"1607626",1607626,"2016-07-23","W300BHTL","ST4000DM000",4.000787e+12,0,116,92,89,26960,17,26
"1607729",1607729,"2016-07-23","Z304EYKN","ST4000DM000",4.000787e+12,0,114,95,84,6438,5,24
"1608329",1608329,"2016-07-23","WD-WX11D943555F","WDC WD60EFRX",6.001175e+12,0,200,205,100,14267,9,NA
"1609156",1609156,"2016-07-23","Z303C1RC","ST4000DM000",4.000787e+12,0,114,97,86,7568,3,35
"1610114",1610114,"2016-07-23","Z305Q0J8","ST4000DM000",4.000787e+12,0,116,97,81,3606,3,34
"1610782",1610782,"2016-07-23","Z30259G4","ST4000DM000",4.000787e+12,0,115,94,87,14958,6,22
"1610996",1610996,"2016-07-23","S300Z6AT","ST4000DM000",4.000787e+12,0,117,94,84,8914,6,29
"1612316",1612316,"2016-07-23","Z305GVFS","ST4000DM000",4.000787e+12,0,107,99,81,3605,1,28
"1612409",1612409,"2016-07-23","Z3011WXM","ST4000DM000",4.000787e+12,0,102,96,87,21583,4,28
"1612548",1612548,"2016-07-23","WD-WMC4N0D2RF3F","WDC WD30EFRX",3.000593e+12,0,200,100,100,10584,2,NA
"1613167",1613167,"2016-07-23","Z3015J3M","ST4000DM000",4.000787e+12,0,117,94,84,20004,6,19
"1613354",1613354,"2016-07-23","W300B6M4","ST4000DM000",4.000787e+12,0,114,92,90,27107,14,28
"1614117",1614117,"2016-07-23","Z3029YX1","ST4000DM000",4.000787e+12,0,115,94,88,12966,6,28
"1614206",1614206,"2016-07-23","S300XCPL","ST4000DM000",4.000787e+12,0,110,100,85,8985,0,21
"1614880",1614880,"2016-07-23","PL1321LAG35TLH","Hitachi HDS5C4040ALE630",4.000787e+12,0,100,125,100,28053,31,NA
"1615085",1615085,"2016-07-23","Z3057FPB","ST4000DM000",4.000787e+12,0,118,97,83,5450,3,22
"1615157",1615157,"2016-07-23","Z305BAK1","ST4000DM000",4.000787e+12,0,114,95,76,1619,5,22
"1615204",1615204,"2016-07-23","W300J68Y","ST4000DM000",4.000787e+12,0,118,91,87,24619,16,27
"1615451",1615451,"2016-07-23","Z300GPHJ","ST4000DM000",4.000787e+12,0,115,94,89,26499,6,23
"1615681",1615681,"2016-07-23","WD-WXC1H3440683","WDC WD60EFRX",6.001175e+12,0,200,206,100,14269,8,NA
"1615685",1615685,"2016-07-23","Z300ZRR4","ST4000DM000",4.000787e+12,0,119,91,87,21576,12,23
"1615739",1615739,"2016-07-23","Z302CYFS","ST4000DM000",4.000787e+12,0,107,93,84,7544,7,22
"1615881",1615881,"2016-07-23","PL2331LAGRWT0J","HGST HMS5C4040ALE640",4.000787e+12,0,100,100,100,16685,7,NA
"1616258",1616258,"2016-07-23","Z3042A2Q","ST4000DM000",4.000787e+12,0,108,91,84,7636,13,22
"1616267",1616267,"2016-07-23","Z30149SH","ST4000DM000",4.000787e+12,0,118,91,87,22404,9,21
"1616489",1616489,"2016-07-23","Z3016PP6","ST4000DM000",4.000787e+12,0,116,95,86,20865,5,20
"1617062",1617062,"2016-07-23","Z3014PF3","ST4000DM000",4.000787e+12,0,111,96,87,20866,3,36
"1617235",1617235,"2016-07-23","Z305GVVM","ST4000DM000",4.000787e+12,0,114,99,83,3777,1,37
"1617440",1617440,"2016-07-23","Z3029F0E","ST4000DM000",4.000787e+12,0,117,92,88,13360,15,35
"1617583",1617583,"2016-07-23","Z300PM73","ST4000DM000",4.000787e+12,0,103,91,88,24149,21,33
"1617584",1617584,"2016-07-23","Z300ZQY6","ST4000DM000",4.000787e+12,0,117,96,87,21581,4,23
"1617615",1617615,"2016-07-23","Z305BV2A","ST4000DM000",4.000787e+12,0,117,94,82,3964,6,31
"1617901",1617901,"2016-07-23","Z300X74C","ST4000DM000",4.000787e+12,0,117,91,88,22801,8,22
"1618155",1618155,"2016-07-23","Z300GPMY","ST4000DM000",4.000787e+12,0,114,91,84,26184,21,26
"1618282",1618282,"2016-07-23","ZA11WQH2","ST8000DM002",8.001563e+12,0,78,92,79,654,4,28
"1618296",1618296,"2016-07-23","S300ZQT8","ST4000DM000",4.000787e+12,0,117,92,85,9214,30,26
"1618438",1618438,"2016-07-23","Z3051SXK","ST4000DM000",4.000787e+12,0,112,96,82,3965,4,26
"1619040",1619040,"2016-07-23","Z300MX97","ST4000DM000",4.000787e+12,0,118,92,87,24566,30,33
"1619143",1619143,"2016-07-23","Z3040PZK","ST4000DM000",4.000787e+12,0,117,91,86,7451,8,25
"1619433",1619433,"2016-07-23","ZA10MCH1","ST8000DM002",8.001563e+12,0,80,96,83,1427,2,25
"1619509",1619509,"2016-07-23","Z300KN1Y","ST4000DM000",4.000787e+12,0,117,92,87,24762,41,26
"1619649",1619649,"2016-07-23","Z303XYM6","ST4000DM000",4.000787e+12,0,118,95,84,6272,5,23
"1619805",1619805,"2016-07-23","Z3041BT0","ST4000DM000",4.000787e+12,0,117,99,81,7523,1,18
"1620207",1620207,"2016-07-23","Z304E7CZ","ST4000DM000",4.000787e+12,0,119,96,84,5917,4,23
"1620334",1620334,"2016-07-23","ZA10NFC1","ST8000DM002",8.001563e+12,0,83,96,79,776,2,24
"1620608",1620608,"2016-07-23","Z3025M9A","ST4000DM000",4.000787e+12,0,110,93,88,15320,7,20
"1621066",1621066,"2016-07-23","Z304KA40","ST4000DM000",4.000787e+12,0,104,95,84,7011,5,25
"1621176",1621176,"2016-07-23","Z302325Z","ST4000DM000",4.000787e+12,0,117,95,87,15341,5,34
"1621360",1621360,"2016-07-23","Z304L9K6","ST4000DM000",4.000787e+12,0,117,97,84,5960,3,22
"1621485",1621485,"2016-07-23","WD-WXC1H3442013","WDC WD60EFRX",6.001175e+12,0,200,201,100,14268,8,NA
"1621566",1621566,"2016-07-23","WD-WX21D947NNDH","WDC WD60EFRX",6.001175e+12,0,200,197,100,14269,8,NA
"1621815",1621815,"2016-07-23","S300YBKS","ST4000DM000",4.000787e+12,0,116,98,84,9297,2,35
"1623040",1623040,"2016-07-23","W300J302","ST4000DM000",4.000787e+12,0,118,93,87,21723,7,34
"1623421",1623421,"2016-07-23","Z300P911","ST4000DM000",4.000787e+12,1,116,91,88,24147,13,22
"1623526",1623526,"2016-07-23","WD-WCC4N0385882","WDC WD30EFRX",3.000593e+12,0,200,191,100,17592,71,NA
"1623853",1623853,"2016-07-23","Z3024CA7","ST4000DM000",4.000787e+12,0,109,94,87,11529,6,22
"1623945",1623945,"2016-07-23","W300ATH8","ST4000DM000",4.000787e+12,0,115,92,87,24618,18,24
"1624246",1624246,"2016-07-23","W300BJ07","ST4000DM000",4.000787e+12,0,119,92,88,26499,25,24
"1624592",1624592,"2016-07-23","Z302R488","ST4000DM000",4.000787e+12,0,117,96,85,7616,4,33
"1624618",1624618,"2016-07-23","Z305KW22","ST4000DM000",4.000787e+12,0,114,99,81,3631,1,37
"1624719",1624719,"2016-07-23","Z3041BXZ","ST4000DM000",4.000787e+12,0,108,95,86,7615,5,23
"1624842",1624842,"2016-07-23","Z300GP9Z","ST4000DM000",4.000787e+12,0,115,91,87,23254,62,21
"1624846",1624846,"2016-07-23","Z300GP9S","ST4000DM000",4.000787e+12,0,120,92,89,26499,12,24
"1624886",1624886,"2016-07-23","Z300NK8E","ST4000DM000",4.000787e+12,0,116,92,88,24009,10,28
"1625140",1625140,"2016-07-23","PL1331LAHBN14H","HGST HMS5C4040BLE640",4.000787e+12,0,100,100,100,942,3,NA
"1625424",1625424,"2016-07-23","W300R7YQ","ST4000DM000",4.000787e+12,0,119,91,80,21359,26,31
"1625480",1625480,"2016-07-23","W300BMBN","ST4000DM000",4.000787e+12,0,119,92,89,27084,9,25
"1626474",1626474,"2016-07-23","Z3025ZRH","ST4000DM000",4.000787e+12,0,119,92,89,15541,10,20
"1626670",1626670,"2016-07-23","Z304JWNV","ST4000DM000",4.000787e+12,0,118,93,84,6971,7,28
"1626737",1626737,"2016-07-23","WD-WX41D94RNDP3","WDC WD60EFRX",6.001175e+12,0,200,100,100,13314,6,NA
"1626834",1626834,"2016-07-23","Z300GYZV","ST4000DM000",4.000787e+12,0,115,93,89,26496,17,27
"1628025",1628025,"2016-07-24","S301NK3V","ST4000DM000",4.000787e+12,0,118,94,84,6458,6,25
"1628292",1628292,"2016-07-24","MK0311YHGL3H3A","Hitachi HDS723030ALA640",3.000593e+12,0,95,121,100,44399,28,NA
"1628686",1628686,"2016-07-24","Z3040YXY","ST4000DM000",4.000787e+12,0,116,95,86,7640,5,23
"1629104",1629104,"2016-07-24","W300960V","ST4000DM000",4.000787e+12,0,116,91,89,27123,13,26
"1629127",1629127,"2016-07-24","Z300KK12","ST4000DM000",4.000787e+12,0,108,91,79,23090,18,30
"1629139",1629139,"2016-07-24","Z3029H4P","ST4000DM000",4.000787e+12,0,109,98,87,12800,2,20
"1629401",1629401,"2016-07-24","Z3029Z3P","ST4000DM000",4.000787e+12,0,120,91,87,13204,10,27
"1629715",1629715,"2016-07-24","S300ZNMD","ST4000DM000",4.000787e+12,0,117,92,85,9321,12,35
"1629852",1629852,"2016-07-24","Z300GZ34","ST4000DM000",4.000787e+12,0,114,91,88,26521,16,22
"1630074",1630074,"2016-07-24","Z3025ZNH","ST4000DM000",4.000787e+12,0,119,92,88,15555,9,29
"1630211",1630211,"2016-07-24","S300WF1A","ST4000DM000",4.000787e+12,0,119,99,84,8648,1,37
"1630277",1630277,"2016-07-24","Z304KBTA","ST4000DM000",4.000787e+12,0,115,94,84,6275,6,22
"1630341",1630341,"2016-07-24","W0Q1SSE0","ST320LT007",320072933376,0,118,98,87,23839,33,35
"1630505",1630505,"2016-07-24","WD-WXL1H642VM3E","WDC WD60EFRX",6.001175e+12,0,200,204,100,14291,9,NA
"1631210",1631210,"2016-07-24","Z3014A4Q","ST4000DM000",4.000787e+12,0,116,93,87,22428,7,20
"1631622",1631622,"2016-07-24","Z303R4WA","ST4000DM000",4.000787e+12,0,109,95,86,9156,5,20
"1631695",1631695,"2016-07-24","Z3016PEZ","ST4000DM000",4.000787e+12,0,108,92,78,19402,11,36
"1632493",1632493,"2016-07-24","Z3015Z3B","ST4000DM000",4.000787e+12,0,116,91,84,20888,9,26
"1633111",1633111,"2016-07-24","Z305DHNQ","ST4000DM000",4.000787e+12,0,114,96,83,4238,4,30
"1633565",1633565,"2016-07-24","Z300GPJL","ST4000DM000",4.000787e+12,0,117,91,89,26524,8,23
"1633901",1633901,"2016-07-24","Z1Z0470E","ST4000DX000",4.000787e+12,0,116,90,96,28019,18,37
"1633942",1633942,"2016-07-24","Z300K8D5","ST4000DM000",4.000787e+12,0,119,95,88,25161,5,20
"1634171",1634171,"2016-07-24","Z4D05JPB","ST6000DX000",6.001175e+12,0,108,90,89,11552,8,26
"1634392",1634392,"2016-07-24","Z304HML7","ST4000DM000",4.000787e+12,0,118,99,84,6298,1,21
"1634734",1634734,"2016-07-24","Z3023XA8","ST4000DM000",4.000787e+12,0,114,91,88,14662,34,24
"1635473",1635473,"2016-07-24","Z305KVLL","ST4000DM000",4.000787e+12,0,112,96,81,3653,4,36
"1635851",1635851,"2016-07-24","Z3029GYZ","ST4000DM000",4.000787e+12,0,118,92,89,13497,8,20
"1636245",1636245,"2016-07-24","W300J2V0","ST4000DM000",4.000787e+12,0,113,92,88,23863,9,21
"1636497",1636497,"2016-07-24","Z300GZEF","ST4000DM000",4.000787e+12,0,116,92,89,26525,10,23
"1637312",1637312,"2016-07-24","Z3025K2X","ST4000DM000",4.000787e+12,0,118,96,66,15849,4,23
"1637440",1637440,"2016-07-24","Z305D581","ST4000DM000",4.000787e+12,0,111,94,82,3988,6,26
"1637662",1637662,"2016-07-24","MJ1311YNG37EMA","Hitachi HDS5C3030ALA630",3.000593e+12,0,100,124,100,41142,22,NA
"1637750",1637750,"2016-07-24","Z302510H","ST4000DM000",4.000787e+12,0,119,97,88,15005,3,31
"1637801",1637801,"2016-07-24","Z300GZ4W","ST4000DM000",4.000787e+12,0,119,91,88,25293,18,31
"1637898",1637898,"2016-07-24","Z30402QR","ST4000DM000",4.000787e+12,0,108,91,84,7661,13,22
"1638050",1638050,"2016-07-24","Z300ZV95","ST4000DM000",4.000787e+12,0,116,91,87,21604,8,19
"1638118",1638118,"2016-07-24","Z304KBYT","ST4000DM000",4.000787e+12,0,109,95,82,4979,5,26
"1638332",1638332,"2016-07-24","Z304J0X2","ST4000DM000",4.000787e+12,0,120,96,84,6996,4,26
"1638469",1638469,"2016-07-24","Z1Z03F55","ST4000DX000",4.000787e+12,0,119,91,93,30066,41,27
"1638525",1638525,"2016-07-24","S300818F","ST4000DM000",4.000787e+12,0,120,91,82,20859,12,29
"1638617",1638617,"2016-07-24","Z4D05RYT","ST6000DX000",6.001175e+12,0,117,88,89,12030,14,29
"1638696",1638696,"2016-07-24","Z1Z05439","ST4000DX000",4.000787e+12,0,116,91,90,8097,10,21
"1638753",1638753,"2016-07-24","WD-WCC4N0HT6DU5","WDC WD30EFRX",3.000593e+12,0,200,182,100,4136,15,NA
"1639002",1639002,"2016-07-24","Z3029FA4","ST4000DM000",4.000787e+12,0,117,95,87,13181,5,31
"1639239",1639239,"2016-07-24","WD-WCAV3D509504","WDC WD1600AAJS",160041885696,0,200,138,100,42381,56,25
"1639471",1639471,"2016-07-24","Z304KCN5","ST4000DM000",4.000787e+12,0,118,94,84,6970,6,31
"1639518",1639518,"2016-07-24","S300XRSJ","ST4000DM000",4.000787e+12,0,120,96,88,13255,4,26
"1639546",1639546,"2016-07-24","PL1331LAGSM12H","HGST HMS5C4040ALE640",4.000787e+12,0,100,100,100,17844,8,NA
"1639864",1639864,"2016-07-24","PL1331LAGT941H","HGST HMS5C4040ALE640",4.000787e+12,0,100,100,100,16856,5,NA
"1640005",1640005,"2016-07-24","W300R5QJ","ST4000DM000",4.000787e+12,0,116,91,72,21204,19,30
"1640452",1640452,"2016-07-24","Z301475Y","ST4000DM000",4.000787e+12,0,118,91,87,22469,14,33
"1640762",1640762,"2016-07-24","W300C1LH","ST4000DM000",4.000787e+12,0,118,91,89,27081,26,26
"1640876",1640876,"2016-07-24","Z305D34A","ST4000DM000",4.000787e+12,0,111,96,81,3989,4,24
"1641165",1641165,"2016-07-24","Z305G1KP","ST4000DM000",4.000787e+12,0,118,92,83,3797,10,31
"1641338",1641338,"2016-07-24","ZA110RTA","ST8000DM002",8.001563e+12,0,77,98,79,659,1,24
"1642059",1642059,"2016-07-24","WD-WX31D847KHLA","WDC WD60EFRX",6.001175e+12,0,200,100,100,14295,5,NA
"1642106",1642106,"2016-07-24","MJ1321YNG0PTPA","Hitachi HDS5C3030ALA630",3.000593e+12,0,100,125,100,43443,21,NA
"1642551",1642551,"2016-07-24","Z304HTQV","ST4000DM000",4.000787e+12,0,117,97,82,5495,3,26
"1642587",1642587,"2016-07-24","Z3015LCK","ST4000DM000",4.000787e+12,0,115,91,87,22467,7,35
"1643017",1643017,"2016-07-24","S300WFAX","ST4000DM000",4.000787e+12,0,117,98,84,8648,2,34
"1643308",1643308,"2016-07-24","PL1331LAGS94VH","HGST HMS5C4040ALE640",4.000787e+12,0,100,100,100,18393,1,NA
"1643687",1643687,"2016-07-24","Z3001Y9R","ST4000DM000",4.000787e+12,0,117,91,89,28357,55,33
"1643810",1643810,"2016-07-24","ZA10ATDQ","ST8000DM002",8.001563e+12,0,82,98,79,677,1,36
"1643811",1643811,"2016-07-24","Z305D214","ST4000DM000",4.000787e+12,0,119,95,82,3993,5,25
"1643998",1643998,"2016-07-24","S300Z6B7","ST4000DM000",4.000787e+12,0,117,92,85,10002,15,28
"1644047",1644047,"2016-07-24","Z3025M2K","ST4000DM000",4.000787e+12,0,113,92,88,15557,12,28
"1644068",1644068,"2016-07-24","Z305FFV3","ST4000DM000",4.000787e+12,0,112,98,82,3988,2,26
"1644393",1644393,"2016-07-24","S30111L3","ST4000DM000",4.000787e+12,0,115,98,86,10807,2,16
"1644922",1644922,"2016-07-24","PL2331LAHDSEJJ","HGST HMS5C4040BLE640",4.000787e+12,0,100,100,100,1928,4,NA
"1644923",1644923,"2016-07-24","Z3015CHH","ST4000DM000",4.000787e+12,0,114,91,87,22501,14,20
"1644935",1644935,"2016-07-24","Z300GYXN","ST4000DM000",4.000787e+12,0,116,92,77,26519,17,26
"1645023",1645023,"2016-07-24","WD-WMC4N0D64V2W","WDC WD30EFRX",3.000593e+12,0,200,174,100,12306,8,NA
"1645045",1645045,"2016-07-24","Z305D31J","ST4000DM000",4.000787e+12,0,120,96,82,3989,4,30
"1645363",1645363,"2016-07-24","Z3029ZR8","ST4000DM000",4.000787e+12,0,105,92,87,13112,9,27
"1645424",1645424,"2016-07-24","WD-WCC4N0834417","WDC WD30EFRX",3.000593e+12,0,200,175,100,17561,10,NA
"1645454",1645454,"2016-07-24","PL1331LAGS04KH","HGST HMS5C4040ALE640",4.000787e+12,0,100,129,100,18580,12,NA
"1645574",1645574,"2016-07-24","Z300KFN0","ST4000DM000",4.000787e+12,0,109,91,79,23087,18,33
"1645693",1645693,"2016-07-24","W300HHH5","ST4000DM000",4.000787e+12,0,114,91,87,24591,27,33
"1645731",1645731,"2016-07-24","Z302A0XB","ST4000DM000",4.000787e+12,0,117,92,88,13877,13,35
"1645811",1645811,"2016-07-24","Z30250W7","ST4000DM000",4.000787e+12,0,117,93,87,15532,7,20
"1645833",1645833,"2016-07-24","W300E02Z","ST4000DM000",4.000787e+12,0,120,92,89,27124,14,23
"1645881",1645881,"2016-07-24","Z304KR1G","ST4000DM000",4.000787e+12,0,120,95,84,6967,5,29
"1646406",1646406,"2016-07-24","S301PPYE","ST4000DM000",4.000787e+12,0,120,98,84,6967,2,30
"1646445",1646445,"2016-07-24","Z3025LJK","ST4000DM000",4.000787e+12,0,117,92,88,15535,9,24
"1646767",1646767,"2016-07-24","PL2331LAH42LTJ","HGST HMS5C4040BLE640",4.000787e+12,0,100,100,100,2700,5,NA
"1646836",1646836,"2016-07-24","S300Z6WX","ST4000DM000",4.000787e+12,0,113,96,84,8934,4,35
"1647089",1647089,"2016-07-24","PL1331LAGRHGHH","HGST HMS5C4040ALE640",4.000787e+12,0,100,100,100,18585,5,NA
"1647096",1647096,"2016-07-24","Z304HSG1","ST4000DM000",4.000787e+12,0,117,98,84,5985,2,21
"1647583",1647583,"2016-07-24","W300KKJ0","ST4000DM000",4.000787e+12,0,115,91,87,23740,13,20
"1647940",1647940,"2016-07-24","PL2331LAHAH58J","HGST HMS5C4040BLE640",4.000787e+12,0,100,100,100,966,3,NA
"1648257",1648257,"2016-07-24","Z302AJVP","ST4000DM000",4.000787e+12,0,117,99,85,9489,1,23
"1648968",1648968,"2016-07-24","WD-WX11D2404932","WDC WD60EFRX",6.001175e+12,0,200,100,100,14295,5,NA
"1649737",1649737,"2016-07-24","Z30417X8","ST4000DM000",4.000787e+12,0,113,95,86,7640,5,19
"1649982",1649982,"2016-07-24","Z1Z03JJ7","ST4000DX000",4.000787e+12,0,117,91,58,30067,41,27
"1650026",1650026,"2016-07-24","Z302AKDR","ST4000DM000",4.000787e+12,0,114,93,85,8933,7,27
"1650064",1650064,"2016-07-24","Z300KMTN","ST4000DM000",4.000787e+12,0,118,91,87,25188,10,28
"1650120",1650120,"2016-07-24","Z304JGRB","ST4000DM000",4.000787e+12,0,114,96,84,6967,4,27
"1650174",1650174,"2016-07-24","Z304JWEP","ST4000DM000",4.000787e+12,0,119,96,84,6296,4,23
"1650318",1650318,"2016-07-24","Z300GYSB","ST4000DM000",4.000787e+12,0,118,92,89,26523,22,28
"1650468",1650468,"2016-07-24","Z300GZ9M","ST4000DM000",4.000787e+12,0,108,92,89,26524,10,24
"1651014",1651014,"2016-07-24","Z304HVA3","ST4000DM000",4.000787e+12,0,117,98,84,5941,2,20
"1651104",1651104,"2016-07-24","Z3029GFH","ST4000DM000",4.000787e+12,0,114,92,83,13496,8,19
"1651115",1651115,"2016-07-24","PL1331LAHDZ0UH","HGST HMS5C4040BLE640",4.000787e+12,0,100,100,100,2240,4,NA
"1651163",1651163,"2016-07-24","Z3040E61","ST4000DM000",4.000787e+12,0,111,93,86,7593,7,31
"1651164",1651164,"2016-07-24","Z3040E6N","ST4000DM000",4.000787e+12,0,114,93,86,7593,7,32
"1651544",1651544,"2016-07-24","W300H3GP","ST4000DM000",4.000787e+12,0,113,94,88,23889,6,29
"1651674",1651674,"2016-07-24","Z300GPL3","ST4000DM000",4.000787e+12,0,111,92,88,26520,19,27
"1651977",1651977,"2016-07-24","Z300K8FE","ST4000DM000",4.000787e+12,0,113,92,87,25186,10,28
"1652180",1652180,"2016-07-24","Z300JM1J","ST4000DM000",4.000787e+12,0,118,91,87,21428,20,26
"1652521",1652521,"2016-07-24","Z4D0ANNG","ST6000DX000",6.001175e+12,0,117,90,89,11187,6,42
"1654112",1654112,"2016-07-24","Z3025KG8","ST4000DM000",4.000787e+12,0,115,96,87,14978,4,23
"1654148",1654148,"2016-07-24","Z304JZLF","ST4000DM000",4.000787e+12,0,116,95,84,5984,5,22
"1654618",1654618,"2016-07-24","Z3015L0K","ST4000DM000",4.000787e+12,0,117,96,88,13875,4,34
"1655009",1655009,"2016-07-24","Z302AKTA","ST4000DM000",4.000787e+12,0,116,92,87,13180,14,37
"1655066",1655066,"2016-07-24","Z304151W","ST4000DM000",4.000787e+12,0,111,91,84,7659,10,22
"1655162",1655162,"2016-07-24","Z302G5Q4","ST4000DM000",4.000787e+12,0,114,95,87,12798,5,20
"1655208",1655208,"2016-07-24","Z3052GC6","ST4000DM000",4.000787e+12,0,118,93,82,3987,7,27
"1655298",1655298,"2016-07-24","S301KXZY","ST4000DM000",4.000787e+12,0,119,99,85,6968,1,30
"1655890",1655890,"2016-07-24","Z3029F6W","ST4000DM000",4.000787e+12,0,119,96,88,13256,4,24
"1655947",1655947,"2016-07-24","Z300X8KG","ST4000DM000",4.000787e+12,0,118,91,88,22830,12,26
"1656431",1656431,"2016-07-24","Z304JH2S","ST4000DM000",4.000787e+12,0,118,96,84,6249,4,25
"1656640",1656640,"2016-07-24","Z3016X8J","ST4000DM000",4.000787e+12,0,117,98,86,20888,2,25
"1656687",1656687,"2016-07-24","Z300GQ2V","ST4000DM000",4.000787e+12,0,119,91,84,26208,21,28
"1657554",1657554,"2016-07-24","Z3029H32","ST4000DM000",4.000787e+12,0,116,93,87,14264,7,24
"1657665",1657665,"2016-07-24","Z305B6Z3","ST4000DM000",4.000787e+12,0,114,99,84,4616,1,30
"1657965",1657965,"2016-07-24","Z304KCW8","ST4000DM000",4.000787e+12,0,117,92,84,5921,9,22
"1658899",1658899,"2016-07-24","Z3011W91","ST4000DM000",4.000787e+12,0,105,96,87,21606,4,27
"1659737",1659737,"2016-07-24","Z3058MVP","ST4000DM000",4.000787e+12,0,118,97,83,4615,3,26
"1660481",1660481,"2016-07-24","Z3029ASC","ST4000DM000",4.000787e+12,0,119,97,87,12792,3,18
"1661052",1661052,"2016-07-24","WD-WX11DBBGB093","WDC WD60EFRX",6.001175e+12,0,200,199,100,14293,8,NA
"1661567",1661567,"2016-07-24","Z300ZSHX","ST4000DM000",4.000787e+12,0,119,95,87,21607,5,28
